State,District,Soil_Type,Season,Water_Availability,Previous_Crop,Land_Area_Acres,Temperature_C,Rainfall_mm,Recommended_Crop,Fertilizer_N,Fertilizer_P,Fertilizer_K
Karnataka,Tumkur,Black,Kharif,High,Sugarcane,2,26.7,374,Cotton,High,Medium,High
Telangana,Medchal Malkajgiri,Clay,Rabi,Low,Rice,4,22.4,57,Wheat,High,Medium,Low
Maharashtra,Ahmednagar,Loam,Kharif,High,None,3,26.9,344,Rice,Low,High,Medium
Tamil Nadu,Virudhunagar,Clay,Kharif,Low,Rice,1,31.3,359,Cotton,High,Medium,High
Karnataka,Raichur,Loam,Summer,High,Sunflower,2,38.8,65,Rice,Low,High,Medium
Odisha,Boudh,Red,Rabi,Medium,None,1,20.6,71,Ragi,Medium,Medium,Low
Maharashtra,Osmanabad,Clay,Rabi,Low,None,1,23.2,26,Wheat,Medium,Medium,Low
Maharashtra,Jalgaon,Sandy,Rabi,High,Jowar,2,18.8,31,Onion,Medium,High,Medium
Karnataka,Koppal,Red,Rabi,High,Turmeric,2,26.7,45,Ragi,Low,Medium,Low
Andhra Pradesh,Kurnool,Sandy,Kharif,High,Maize,4,27.3,285,Rice,Low,High,Medium
Karnataka,Haveri,Clay,Kharif,Low,Groundnut,3,27.2,786,Cotton,High,Medium,High
Telangana,Hyderabad,Clay,Summer,High,Rice,1,35.8,72,Rice,Low,High,Low
Telangana,Mancherial,Clay,Rabi,Low,Ragi,1,23.3,80,Wheat,Medium,Medium,Low
Karnataka,Mysore,Sandy,Kharif,High,Cotton,3,19.4,294,Ragi,Low,Medium,Low
Andhra Pradesh,Anakapalli,Red,Rabi,Medium,Banana,3,26.0,104,Ragi,Low,Low,Low
Karnataka,Udupi,Black,Rabi,Medium,Jowar,1,24.8,154,Wheat,Medium,Medium,Low
Maharashtra,Latur,Red,Kharif,Low,Sugarcane,5,24.6,573,Cotton,High,Medium,High
Tamil Nadu,Madurai,Clay,Summer,Low,Bajra,2,32.1,170,Banana,High,High,High
Andhra Pradesh,Tirupati,Black,Rabi,High,Cotton,0,21.6,145,Wheat,Low,Medium,Low
Maharashtra,Pune,Loam,Kharif,Medium,None,16,24.7,520,Cotton,High,Medium,High
Telangana,Karimnagar,Clay,Kharif,High,Maize,3,29.3,776,Rice,Low,High,Medium
Andhra Pradesh,Srikakulam,Sandy,Kharif,Low,Soybean,3,25.1,960,Groundnut,Low,Medium,Medium
Maharashtra,Sangli,Black,Kharif,High,Groundnut,4,26.1,527,Cotton,High,Medium,High
Karnataka,Bellary,Loam,Kharif,High,Chilli,4,26.8,349,Rice,Low,High,Medium
Maharashtra,Akola,Loam,Kharif,Low,Rice,4,28.8,521,Cotton,High,Medium,High
Telangana,Jangaon,Red,Rabi,Low,None,1,25.8,65,Ragi,Low,Medium,Low
Maharashtra,Kolhapur,Red,Kharif,High,Cotton,4,27.0,926,Sugarcane,High,High,High
Telangana,Warangal Rural,Clay,Kharif,High,None,2,30.5,804,Rice,Low,High,Medium
Telangana,Mahabubnagar,Clay,Rabi,Low,None,3,22.7,38,Wheat,Medium,Medium,Low
Odisha,Boudh,Sandy,Rabi,Medium,Cotton,2,21.3,86,Sunflower,Medium,Low,Medium
Telangana,Karimnagar,Red,Summer,Low,Jowar,4,36.8,50,Onion,Medium,High,High
Maharashtra,Osmanabad,Sandy,Rabi,Low,Chilli,4,21.8,26,Bajra,Medium,Medium,Low
Tamil Nadu,Erode,Sandy,Rabi,Medium,Cotton,3,23.8,111,Wheat,Medium,Medium,Low
Tamil Nadu,Nagapattinam,Clay,Kharif,Low,Groundnut,1,26.3,959,Turmeric,High,Medium,Low
Odisha,Bhadrak,Black,Rabi,Low,None,5,26.3,130,Jowar,Low,Medium,Low
Maharashtra,Sangli,Black,Summer,Medium,Maize,2,33.6,56,Onion,Medium,High,Medium
Maharashtra,Sangli,Sandy,Summer,Medium,Bajra,2,31.7,25,Onion,Medium,High,Medium
Tamil Nadu,Namakkal,Black,Kharif,Medium,Jowar,3,28.7,479,Cotton,High,Medium,High
Tamil Nadu,Kanyakumari,Red,Kharif,High,Ragi,3,26.9,612,Rice,Low,High,Medium
Karnataka,Chamarajanagar,Red,Kharif,Low,None,1,24.4,643,Cotton,High,Medium,High
Telangana,Nizamabad,Black,Summer,Low,Jowar,3,31.9,60,Onion,Medium,High,Medium
Karnataka,Bangalore Urban,Loam,Kharif,Medium,Rice,1,23.1,636,Rice,Low,High,Medium
Telangana,Narayanpet,Sandy,Kharif,High,Sugarcane,2,28.1,642,Rice,Low,High,Medium
Maharashtra,Akola,Sandy,Kharif,High,Cotton,4,28.0,715,Sugarcane,High,High,High
Andhra Pradesh,Srikakulam,Black,Kharif,Low,Bajra,2,21.5,619,Cotton,High,Medium,High
Andhra Pradesh,YSR Kadapa,Clay,Rabi,High,Ragi,4,24.7,118,Wheat,Medium,Medium,Low
Odisha,Khordha,Loam,Rabi,High,Soybean,2,25.6,166,Rice,Low,High,Medium
Telangana,Kamareddy,Loam,Kharif,Medium,None,1,25.6,726,Maize,High,Medium,Medium
Tamil Nadu,Virudhunagar,Sandy,Kharif,Low,Jowar,2,26.9,325,Groundnut,Low,Medium,Medium
Telangana,Medchal Malkajgiri,Clay,Rabi,High,Sugarcane,7,22.9,56,Turmeric,High,High,Low
Telangana,Nalgonda,Loam,Kharif,High,Maize,2,24.7,425,Rice,Low,High,Medium
Telangana,Vikarabad,Clay,Kharif,High,None,3,25.4,712,Rice,Low,Medium,Medium
Odisha,Boudh,Sandy,Rabi,Medium,Jowar,1,19.8,68,Ragi,Low,Medium,Low
Telangana,Nalgonda,Black,Kharif,High,Banana,3,27.3,442,Cotton,High,Medium,High
Andhra Pradesh,East Godavari,Sandy,Kharif,Medium,Sugarcane,2,26.2,638,Groundnut,Low,Medium,Medium
Odisha,Khordha,Clay,Rabi,Low,Cotton,0,22.3,234,Wheat,High,Medium,Low
Maharashtra,Nashik,Red,Rabi,Medium,Groundnut,2,20.1,45,Onion,High,Medium,Medium
Telangana,Sangareddy,Black,Kharif,Low,Jowar,1,23.2,781,Cotton,High,Medium,High
Andhra Pradesh,Prakasam,Sandy,Summer,High,Ragi,2,29.8,70,Rice,Low,High,Low
Tamil Nadu,Tiruvarur,Sandy,Kharif,Low,Rice,1,27.0,582,Groundnut,Low,Medium,Medium
Karnataka,Dharwad,Black,Rabi,Low,Turmeric,4,22.1,71,Jowar,Medium,Medium,Low
Karnataka,Bangalore Urban,Black,Kharif,Medium,Rice,11,24.7,544,Cotton,High,Low,High
Tamil Nadu,Dindigul,Black,Rabi,High,Rice,2,19.6,198,Wheat,Medium,Medium,Low
Maharashtra,Yavatmal,Clay,Rabi,Low,Rice,5,23.8,30,Wheat,Medium,Medium,Low
Maharashtra,Nagpur,Clay,Summer,Medium,Banana,1,33.2,32,Onion,Medium,High,Medium
Odisha,Koraput,Loam,Kharif,Medium,Sugarcane,3,23.4,1123,Rice,Low,High,Medium
Maharashtra,Nanded,Loam,Kharif,Medium,Rice,7,29.5,907,Maize,High,High,Medium
Andhra Pradesh,YSR Kadapa,Black,Kharif,High,Sugarcane,2,29.4,329,Cotton,High,Medium,High
Maharashtra,Satara,Sandy,Summer,High,Rice,11,30.5,44,Onion,Medium,High,Medium
Maharashtra,Satara,Sandy,Kharif,Medium,None,1,22.2,709,Cotton,High,Medium,High
Odisha,Kendrapara,Loam,Summer,Low,Soybean,2,32.1,117,Maize,High,Medium,Medium
Andhra Pradesh,YSR Kadapa,Black,Summer,Low,Soybean,4,32.0,73,Onion,Medium,High,Medium
Karnataka,Davangere,Clay,Kharif,Medium,Groundnut,2,22.4,241,Ragi,Medium,Low,Low
Odisha,Angul,Sandy,Kharif,Medium,Maize,3,27.2,935,Rice,Low,High,Medium
Karnataka,Udupi,Clay,Kharif,Medium,Chilli,8,27.7,2200,Rice,Low,High,Low
Odisha,Ganjam,Sandy,Summer,Medium,Maize,2,34.3,70,Maize,High,Medium,Medium
Tamil Nadu,Theni,Clay,Kharif,High,Maize,2,24.9,308,Rice,Low,High,Low
Odisha,Sundargarh,Red,Kharif,Medium,Rice,3,27.1,845,Maize,High,Medium,Medium
Odisha,Ganjam,Red,Rabi,High,Jowar,1,25.7,83,Ragi,Low,Medium,Medium
Karnataka,Hassan,Red,Kharif,Low,None,3,21.6,1254,Ragi,Low,High,Low
Telangana,Siddipet,Clay,Summer,Medium,Groundnut,1,34.5,46,Maize,High,Medium,Medium
Tamil Nadu,Cuddalore,Loam,Rabi,Medium,Maize,2,25.4,372,Wheat,Medium,High,Medium
Telangana,Mahabubnagar,Black,Rabi,Medium,Rice,1,24.9,35,Onion,Medium,High,Medium
Odisha,Bhadrak,Red,Kharif,Low,Turmeric,2,29.0,751,Cotton,High,Medium,Medium
Tamil Nadu,Tirunelveli,Sandy,Kharif,Medium,Sugarcane,1,28.7,272,Groundnut,Low,Low,Medium
Karnataka,Tumkur,Black,Kharif,Medium,Jowar,8,22.9,459,Cotton,High,Medium,High
Maharashtra,Akola,Clay,Rabi,Low,None,4,23.8,36,Wheat,Medium,Medium,Low
Tamil Nadu,Chennai,Black,Rabi,High,Groundnut,3,22.3,380,Wheat,Medium,Medium,Medium
Karnataka,Gadag,Red,Kharif,Low,Soybean,4,23.0,357,Ragi,Low,Medium,Low
Tamil Nadu,Dindigul,Black,Rabi,Medium,None,0,22.5,221,Wheat,High,Low,Low
Odisha,Balasore,Sandy,Kharif,Low,Soybean,4,30.9,1167,Groundnut,Low,Medium,Medium
Odisha,Jajpur,Sandy,Rabi,Medium,Cotton,3,23.8,154,Wheat,Medium,Medium,Low
Maharashtra,Dhule,Loam,Kharif,Low,Rice,2,28.8,329,Cotton,High,Medium,High
Telangana,Vikarabad,Red,Rabi,High,Cotton,1,24.1,46,Ragi,Low,Medium,Low
Andhra Pradesh,Tirupati,Black,Kharif,Low,Chilli,4,25.1,487,Cotton,High,Medium,High
Odisha,Balasore,Sandy,Rabi,High,Jowar,2,20.9,185,Wheat,Medium,Medium,Low
Telangana,Nalgonda,Black,Summer,Medium,Maize,3,37.9,79,Onion,High,High,High
Odisha,Bhadrak,Red,Kharif,Medium,Sunflower,2,29.0,1481,Rice,Low,Medium,Low
Tamil Nadu,Nagapattinam,Loam,Kharif,High,None,4,26.0,445,Rice,Low,High,Medium
Maharashtra,Wardha,Black,Summer,Medium,None,2,32.5,61,Onion,Medium,High,Low
Andhra Pradesh,Anantapur,Loam,Summer,High,Maize,8,35.3,44,Banana,High,High,High
Tamil Nadu,Tiruvarur,Loam,Kharif,Medium,Rice,2,24.9,571,Rice,Low,Medium,Medium
Telangana,Warangal Urban,Loam,Kharif,High,Sunflower,1,28.1,772,Rice,Low,High,Medium
Maharashtra,Buldhana,Red,Kharif,Low,Bajra,9,26.1,597,Cotton,High,Medium,High
Karnataka,Mandya,Black,Kharif,High,None,1,23.7,334,Sugarcane,High,High,High
Karnataka,Dharwad,Black,Rabi,Low,Soybean,4,25.6,80,Jowar,Low,Medium,Low
Tamil Nadu,Vellore,Black,Rabi,High,Sunflower,6,23.7,279,Wheat,Medium,Medium,Low
Maharashtra,Aurangabad,Red,Kharif,High,None,1,27.0,496,Cotton,High,Medium,High
Odisha,Koraput,Loam,Rabi,High,Groundnut,3,20.0,87,Rice,Low,High,Medium
Maharashtra,Sangli,Black,Kharif,Medium,Maize,8,28.2,728,Cotton,High,High,High
Karnataka,Mysore,Red,Kharif,Low,Maize,3,24.9,521,Ragi,Low,Medium,Low
Karnataka,Davangere,Clay,Kharif,Medium,Rice,1,22.6,467,Cotton,High,Medium,High
Telangana,Adilabad,Clay,Kharif,High,Rice,0,29.2,981,Rice,Low,High,Medium
Andhra Pradesh,Srikakulam,Clay,Summer,Low,Cotton,6,31.7,256,Banana,High,High,High
Maharashtra,Beed,Clay,Rabi,Medium,Soybean,1,26.3,29,Wheat,Medium,Medium,Low
Maharashtra,Dhule,Loam,Rabi,High,None,2,20.2,18,Wheat,High,Medium,Medium
Maharashtra,Nanded,Black,Kharif,High,Chilli,2,27.1,902,Sugarcane,High,High,High
Telangana,Hyderabad,Loam,Kharif,Low,None,2,27.1,391,Cotton,High,Medium,High
Odisha,Sundargarh,Sandy,Kharif,Medium,Chilli,5,28.4,794,Groundnut,Low,Medium,High
Karnataka,Shimoga,Black,Summer,High,Banana,4,22.5,123,Sugarcane,High,Medium,High
Karnataka,Bangalore Urban,Red,Kharif,Low,Rice,0,22.6,482,Ragi,Low,Medium,Low
Telangana,Medchal Malkajgiri,Sandy,Rabi,Low,None,1,25.2,63,Sunflower,Medium,Medium,Low
Telangana,Mulugu,Loam,Rabi,High,Cotton,1,26.8,76,Rice,Low,High,High
Odisha,Malkangiri,Red,Summer,Medium,None,1,27.9,56,Onion,Medium,High,Medium
Odisha,Keonjhar,Red,Kharif,Low,None,1,25.5,722,Ragi,Low,Medium,Low
Maharashtra,Osmanabad,Sandy,Kharif,Low,Banana,14,29.4,540,Cotton,High,Medium,High
Tamil Nadu,Tiruvarur,Red,Kharif,Low,Jowar,2,26.8,522,Cotton,High,Low,High
Odisha,Koraput,Loam,Rabi,High,Rice,3,21.5,40,Wheat,High,Medium,Low
Maharashtra,Kolhapur,Loam,Rabi,Medium,Groundnut,4,23.4,43,Wheat,Medium,High,Low
Karnataka,Chitradurga,Sandy,Summer,Medium,Onion,1,34.0,118,Maize,High,Medium,Medium
Maharashtra,Solapur,Sandy,Rabi,Low,Chilli,1,21.5,17,Bajra,Medium,Medium,Low
Andhra Pradesh,Visakhapatnam,Red,Summer,Medium,Chilli,3,29.7,110,Onion,Medium,High,Medium
Tamil Nadu,Cuddalore,Loam,Kharif,Low,Sunflower,2,25.6,448,Cotton,High,Medium,High
Andhra Pradesh,Nellore,Sandy,Rabi,High,Cotton,1,23.9,184,Sunflower,Medium,High,Medium
Odisha,Nayagarh,Sandy,Rabi,Medium,Jowar,1,24.0,119,Wheat,Medium,Medium,Low
Odisha,Malkangiri,Red,Kharif,Low,Chilli,4,22.4,791,Ragi,Low,Medium,Low
Andhra Pradesh,Chittoor,Loam,Kharif,Low,Soybean,0,27.8,507,Cotton,High,High,Medium
Telangana,Hyderabad,Red,Kharif,High,Cotton,4,27.6,586,Cotton,High,Medium,High
Odisha,Keonjhar,Black,Kharif,Low,Turmeric,2,25.5,1149,Cotton,High,Medium,High
Tamil Nadu,Theni,Sandy,Kharif,High,Cotton,1,24.8,350,Rice,Low,High,Medium
Karnataka,Tumkur,Black,Kharif,Low,Rice,2,22.6,374,Cotton,High,Medium,High
Tamil Nadu,Tiruvarur,Clay,Kharif,High,Groundnut,0,34.2,451,Rice,Low,High,High
Karnataka,Raichur,Sandy,Kharif,Medium,None,4,25.5,340,Groundnut,Low,Medium,High
Karnataka,Koppal,Clay,Kharif,Medium,Jowar,1,23.2,356,Ragi,Low,Medium,Low
Maharashtra,Parbhani,Red,Rabi,High,Rice,4,24.8,39,Onion,Medium,High,Medium
Odisha,Khordha,Black,Kharif,Low,None,4,28.4,1170,Cotton,High,Medium,High
Maharashtra,Buldhana,Clay,Kharif,High,None,2,27.2,626,Rice,Low,High,High
Telangana,Suryapet,Loam,Kharif,Low,Cotton,5,26.2,716,Cotton,High,Medium,High
Tamil Nadu,Tiruchirappalli,Black,Rabi,High,Maize,1,25.3,319,Chilli,High,High,Medium
Karnataka,Koppal,Clay,Rabi,Low,Jowar,1,22.0,25,Wheat,Medium,Medium,Low
Andhra Pradesh,Tirupati,Black,Kharif,Medium,None,1,25.0,574,Cotton,High,Medium,High
Tamil Nadu,Chennai,Sandy,Rabi,Medium,Groundnut,3,28.7,482,Groundnut,Low,Medium,Medium
Telangana,Warangal Urban,Loam,Summer,Low,None,2,34.3,73,Maize,High,Medium,Medium
Maharashtra,Solapur,Black,Kharif,High,Rice,1,26.6,545,Cotton,High,Medium,High
Maharashtra,Ratnagiri,Loam,Kharif,High,Maize,7,27.4,2200,Rice,Low,High,Medium
Maharashtra,Latur,Black,Kharif,Medium,Jowar,7,28.0,451,Cotton,High,Medium,High
Tamil Nadu,Virudhunagar,Black,Kharif,High,None,0,31.4,256,Cotton,High,Medium,High
Maharashtra,Amravati,Clay,Kharif,Low,Maize,5,28.1,841,Cotton,High,Medium,High
Maharashtra,Jalgaon,Red,Rabi,Low,Cotton,2,21.5,19,Jowar,Medium,Medium,Medium
Odisha,Angul,Black,Kharif,Low,Chilli,4,24.1,1415,Cotton,High,Medium,High
Karnataka,Raichur,Red,Rabi,High,Sunflower,1,24.0,46,Ragi,Low,Medium,Low
Odisha,Cuttack,Black,Kharif,High,Bajra,1,30.9,713,Cotton,High,Medium,High
Tamil Nadu,Ramanathapuram,Red,Summer,Low,Sunflower,0,33.7,102,Onion,Medium,High,Medium
Telangana,Adilabad,Black,Kharif,Medium,Groundnut,2,28.0,773,Cotton,High,Medium,Medium
Telangana,Nizamabad,Loam,Summer,Medium,Rice,3,29.4,47,Maize,High,Medium,Medium
Tamil Nadu,Tiruvarur,Black,Summer,Low,Rice,3,34.2,139,Onion,Medium,High,Medium
Karnataka,Bellary,Sandy,Kharif,High,Maize,2,26.8,404,Groundnut,Low,Medium,Medium
Andhra Pradesh,Kakinada,Red,Kharif,High,Cotton,2,24.2,780,Rice,Low,High,Medium
Maharashtra,Solapur,Black,Rabi,Medium,Groundnut,3,24.3,30,Onion,Medium,High,Medium
Andhra Pradesh,Krishna,Black,Rabi,High,Banana,1,24.3,146,Wheat,Low,Medium,Low
Telangana,Mancherial,Sandy,Rabi,Medium,Bajra,3,25.0,63,Sunflower,Medium,High,Medium
Odisha,Ganjam,Sandy,Rabi,Low,Maize,2,21.6,88,Ragi,Low,Medium,Low
Tamil Nadu,Erode,Loam,Summer,Low,Jowar,4,29.8,113,Banana,High,High,High
Odisha,Ganjam,Loam,Kharif,High,Maize,5,27.1,843,Rice,Low,Medium,Medium
Maharashtra,Ahmednagar,Black,Rabi,Low,None,3,20.3,32,Jowar,Low,Medium,Low
Odisha,Koraput,Clay,Kharif,Medium,Cotton,2,25.3,705,Rice,Low,High,Medium
Andhra Pradesh,East Godavari,Clay,Summer,Medium,Cotton,4,34.0,39,Banana,High,High,High
Odisha,Jajpur,Loam,Kharif,High,Jowar,1,29.5,734,Rice,Low,High,Medium
Tamil Nadu,Cuddalore,Red,Kharif,High,Cotton,2,28.2,438,Rice,Low,High,High
Andhra Pradesh,Vizianagaram,Black,Rabi,Low,None,1,23.9,265,Bajra,Medium,Medium,Low
Karnataka,Bellary,Sandy,Summer,High,Maize,1,30.1,33,Sugarcane,High,High,High
Maharashtra,Yavatmal,Clay,Rabi,Low,Bajra,3,21.3,47,Wheat,Medium,Medium,Medium
Maharashtra,Akola,Clay,Rabi,High,Groundnut,7,18.7,27,Wheat,Medium,Medium,Low
Maharashtra,Dhule,Red,Kharif,High,Rice,2,25.9,289,Ragi,Low,Medium,Low
Andhra Pradesh,West Godavari,Clay,Kharif,High,Ragi,2,28.3,759,Banana,High,High,High
Maharashtra,Nagpur,Sandy,Rabi,High,Cotton,1,22.9,47,Onion,Low,High,Low
Karnataka,Chamarajanagar,Black,Rabi,Low,None,5,21.9,39,Jowar,Low,Medium,Medium
Andhra Pradesh,Guntur,Black,Kharif,Medium,Chilli,2,27.6,336,Cotton,High,Medium,High
Maharashtra,Sangli,Sandy,Summer,Medium,Rice,1,28.2,73,Onion,Medium,High,Low
Karnataka,Chitradurga,Loam,Summer,Medium,None,2,33.7,105,Maize,High,Medium,Medium
Telangana,Medchal Malkajgiri,Black,Kharif,Low,Onion,2,26.2,647,Cotton,High,Medium,Medium
Karnataka,Chikkamagaluru,Sandy,Kharif,Medium,Turmeric,2,24.0,1244,Groundnut,Low,Medium,Medium
Karnataka,Dharwad,Loam,Rabi,High,Sunflower,1,21.9,43,Wheat,Medium,Medium,Low
Telangana,Siddipet,Red,Rabi,Low,None,2,22.4,75,Ragi,Low,Medium,Low
Odisha,Sundargarh,Clay,Rabi,High,None,2,19.0,41,Rice,Low,Medium,Medium
Maharashtra,Nagpur,Clay,Kharif,Low,Groundnut,4,28.1,741,Cotton,High,Medium,High
Maharashtra,Dhule,Clay,Rabi,High,Cotton,4,22.5,28,Wheat,Medium,Medium,Low
Maharashtra,Amravati,Red,Rabi,Low,Sugarcane,1,20.8,43,Jowar,Low,Medium,Low
Odisha,Khordha,Clay,Kharif,Low,Bajra,1,30.7,763,Cotton,High,Low,High
Karnataka,Udupi,Loam,Summer,Medium,Maize,2,25.5,176,Maize,High,High,Medium
Maharashtra,Ratnagiri,Black,Kharif,High,None,2,25.7,2200,Sugarcane,High,High,High
Andhra Pradesh,Srikakulam,Clay,Rabi,High,Rice,2,25.3,344,Rice,Low,High,Medium
Maharashtra,Parbhani,Clay,Rabi,High,Cotton,1,19.6,27,Wheat,Medium,High,Low
Karnataka,Bangalore Urban,Black,Rabi,High,Rice,2,18.4,142,Wheat,Medium,Medium,Low
Tamil Nadu,Salem,Loam,Summer,Low,Cotton,1,36.7,119,Banana,High,High,High
Andhra Pradesh,Kakinada,Loam,Rabi,Low,None,3,23.2,197,Wheat,Medium,Medium,Medium
Karnataka,Haveri,Black,Kharif,Medium,Rice,1,21.5,782,Cotton,High,Medium,High
Odisha,Sundargarh,Loam,Rabi,Medium,Turmeric,1,18.4,25,Wheat,Medium,Medium,Low
Karnataka,Tumkur,Sandy,Kharif,Low,Maize,4,24.9,268,Bajra,High,Medium,Low
Tamil Nadu,Thoothukudi,Clay,Rabi,High,Cotton,1,26.2,341,Turmeric,High,High,Low
Karnataka,Kolar,Sandy,Rabi,Low,Cotton,0,25.2,105,Sunflower,Medium,Medium,Medium
Odisha,Kendrapara,Red,Kharif,Low,Rice,2,28.6,1222,Ragi,Low,Medium,Low
Odisha,Sundargarh,Clay,Summer,Low,Maize,0,30.7,51,Maize,High,Medium,Medium
Andhra Pradesh,Chittoor,Clay,Rabi,Medium,Cotton,2,25.8,180,Wheat,Low,Medium,Low
Tamil Nadu,Tirunelveli,Loam,Rabi,Low,None,2,22.4,312,Wheat,Medium,Low,Low
Andhra Pradesh,Anantapur,Red,Kharif,Low,Sugarcane,2,26.9,374,Ragi,Low,Medium,Low
Maharashtra,Akola,Loam,Kharif,Low,Cotton,6,26.6,508,Cotton,High,Medium,High
Karnataka,Kolar,Sandy,Kharif,High,Groundnut,3,23.7,280,Sugarcane,High,High,High
Maharashtra,Nashik,Loam,Summer,High,Jowar,4,31.1,67,Banana,High,High,High
Andhra Pradesh,Anakapalli,Loam,Kharif,Low,Cotton,2,29.8,503,Cotton,Medium,Medium,High
Karnataka,Bidar,Clay,Rabi,Low,Maize,3,20.9,80,Wheat,Medium,Medium,Low
Odisha,Malkangiri,Black,Rabi,High,Jowar,1,20.0,85,Onion,Medium,High,Medium
Maharashtra,Osmanabad,Clay,Rabi,Medium,Maize,4,20.5,22,Wheat,Medium,Medium,Low
Telangana,Nirmal,Sandy,Rabi,High,Groundnut,2,22.1,38,Sunflower,Medium,Medium,High
Andhra Pradesh,Kurnool,Loam,Rabi,Low,Cotton,5,23.4,48,Wheat,Medium,Medium,Low
Telangana,Rangareddy,Loam,Summer,Low,Chilli,9,38.2,47,Maize,Medium,Medium,Medium
Maharashtra,Latur,Red,Kharif,High,Rice,12,25.6,757,Sugarcane,High,High,High
Tamil Nadu,Kanyakumari,Red,Kharif,Medium,Groundnut,1,30.6,548,Cotton,High,Medium,High
Tamil Nadu,Vellore,Clay,Kharif,High,Sugarcane,0,29.2,358,Banana,High,High,High
Odisha,Cuttack,Black,Rabi,Low,Jowar,6,25.8,192,Jowar,Low,Medium,Low
Odisha,Mayurbhanj,Loam,Rabi,Medium,Groundnut,5,24.1,90,Wheat,Medium,Medium,Low
Odisha,Angul,Loam,Kharif,Low,Soybean,2,26.7,1090,Maize,High,Medium,High
Tamil Nadu,Thoothukudi,Black,Summer,High,Sunflower,4,37.6,60,Sugarcane,High,High,High
Tamil Nadu,Tiruvarur,Clay,Kharif,Medium,Rice,1,29.3,683,Turmeric,High,High,Low
Telangana,Rangareddy,Sandy,Rabi,Medium,Rice,2,21.6,66,Sunflower,Medium,Medium,Medium
Karnataka,Bidar,Black,Kharif,Medium,Rice,3,28.2,581,Cotton,High,Medium,High
Odisha,Balasore,Loam,Kharif,Medium,None,3,31.2,1406,Rice,Low,High,Medium
Odisha,Gajapati,Black,Kharif,High,Rice,2,25.8,753,Cotton,High,Medium,High
Karnataka,Koppal,Sandy,Kharif,High,Soybean,8,28.7,332,Groundnut,Low,Medium,High
Odisha,Bargarh,Loam,Summer,Medium,Groundnut,8,29.9,85,Maize,High,Medium,Low
Maharashtra,Wardha,Black,Kharif,High,None,2,27.6,977,Sugarcane,High,High,High
Andhra Pradesh,Srikakulam,Black,Kharif,Medium,Cotton,2,32.7,737,Cotton,High,Medium,High
Maharashtra,Yavatmal,Clay,Kharif,High,Sugarcane,2,26.7,902,Rice,Low,High,Medium
Odisha,Sundargarh,Black,Summer,High,None,3,30.0,24,Onion,Medium,High,Medium
Karnataka,Chikkamagaluru,Red,Rabi,High,Sunflower,0,18.0,85,Ragi,Low,Medium,Low
Telangana,Jagtial,Black,Summer,Medium,None,8,33.0,64,Onion,Medium,High,High
Andhra Pradesh,Srikakulam,Clay,Kharif,Low,Chilli,3,28.6,897,Cotton,High,Medium,High
Maharashtra,Solapur,Black,Kharif,High,None,6,27.3,341,Cotton,High,Medium,High
Odisha,Rayagada,Clay,Kharif,High,Sunflower,1,23.2,1169,Rice,Low,High,Medium
Odisha,Sambalpur,Clay,Kharif,Low,Maize,3,27.8,918,Rice,Low,High,Medium
Andhra Pradesh,YSR Kadapa,Clay,Kharif,High,Cotton,1,29.9,507,Rice,Low,High,Medium
Karnataka,Chikkamagaluru,Red,Rabi,Medium,Cotton,1,14.9,121,Ragi,Medium,Medium,Low
Karnataka,Belgaum,Loam,Kharif,Low,None,4,21.9,1109,Rice,Low,High,Medium
Tamil Nadu,Tiruchirappalli,Loam,Kharif,Low,Ragi,2,30.8,329,Groundnut,Low,Medium,Medium
Telangana,Warangal Urban,Loam,Rabi,Medium,Jowar,8,20.4,75,Wheat,Low,Low,Low
Odisha,Mayurbhanj,Loam,Rabi,Medium,Maize,5,21.8,96,Wheat,Low,Medium,Low
Karnataka,Mysore,Sandy,Kharif,Low,Cotton,5,25.1,639,Cotton,High,Medium,High
Maharashtra,Yavatmal,Loam,Kharif,Medium,Soybean,2,23.7,938,Rice,Low,High,Medium
Maharashtra,Solapur,Red,Rabi,High,None,5,24.5,35,Onion,Low,High,High
Telangana,Warangal Urban,Black,Kharif,Medium,None,1,25.4,627,Cotton,High,Medium,High
Andhra Pradesh,Nellore,Loam,Rabi,High,Maize,3,22.5,208,Wheat,Medium,Medium,Low
Karnataka,Gadag,Red,Kharif,High,None,0,27.9,506,Ragi,Low,Medium,Low
Andhra Pradesh,Kurnool,Black,Kharif,High,Maize,2,27.2,355,Cotton,High,Medium,High
Karnataka,Davangere,Loam,Kharif,High,Chilli,2,22.4,442,Rice,Low,High,Medium
Tamil Nadu,Erode,Loam,Kharif,High,Maize,4,23.5,340,Rice,Low,High,Medium
Odisha,Ganjam,Red,Rabi,High,Maize,4,24.6,91,Ragi,Low,Low,Low
Maharashtra,Parbhani,Black,Rabi,High,None,1,25.0,46,Onion,Medium,High,Medium
Odisha,Boudh,Black,Summer,Medium,Maize,1,31.1,70,Onion,High,High,Low
Telangana,Medchal Malkajgiri,Clay,Kharif,High,Rice,2,29.7,590,Turmeric,High,High,Low
Maharashtra,Ahmednagar,Sandy,Rabi,High,Groundnut,8,24.7,21,Wheat,Medium,Low,Low
Odisha,Nayagarh,Black,Kharif,Low,Cotton,2,30.6,743,Cotton,High,Medium,High
Odisha,Nayagarh,Loam,Summer,Low,Sugarcane,2,28.9,62,Maize,High,Medium,Medium
